Chunk_size,Chunk_Overlap,Top_N,Distance_Function,Time,Story Number,Question Number,isQuestionBad,isAnswerAbsent,EM,Precision,Recall,F1,Original Question,Correct Answer,Normalized Actual Answer,Predicted Answer,Normalized Predicted Answer,EM Fail,Chunk Retrieval Failure,Answer Generation Failure,Answer Too Long,Question Type,Did not retrieve correct chunk,Did not generate correct answer,Answer too long,Answer is the same meaning,Better answer
100,0,2,cosine,3223.697747,15,1,0,0.33,0,0,0,0,What did Obama do?,issued a sharp rebuke ,issu sharp rebuk,"1. Held a post-election news conference (Friday afternoon)
    2. Reiterated his stance on diplomatic wrangling related to proposed move",1. held post-elect news confer friday afternoon 2. reiter stanc diplomat wrangl relat propos move,1,1,0,0,what,,,,,
100,0,2,cosine,3253.639493,15,2,0,0.33,0,0,0,0,Who did Obama meet with?,Israeli Prime Minister Benjamin Netanyahu ,isra prime minist benjamin netanyahu,"1. Mahmoud Abbas (Palestinian Authority President)
    2. Larijani (Iranian Parliament Speaker Ali Larijani)",1. mahmoud abba palestinian author presid 2. larijani iranian parliament speaker ali larijani,1,1,0,0,who,,,,,
100,0,2,cosine,3278.17762,15,3,0,0,0,0,0,0,What did Frances President say?,"urged the body to recognize Palestine as a non-member state, calling for a more definitive timetable for Israeli-Palestinian peace talks. But he also warned that a U.S. veto of the bid for full membership in the Security Council could be dangerous and might spark violence.
",urg bodi recogn palestin non-memb state call definit timet israeli-palestinian peac talk also warn u.s. veto bid full membership secur council could danger might spark violenc, Not provided (France was not mentioned),provid franc mention,1,1,0,0,what,,,,,
100,0,2,cosine,3303.161697,15,4,0,0,0,0.1,0.142857143,0.117647059,What could spark violence?,a U.S. veto of the bid for full membership in the Security Council ,u.s. veto bid full membership secur council,"1. Incident described as an explosion of violence
    2. Volatile U.S. political landscape",1. incid describ explos violenc 2. volatil u.s. polit landscap,1,1,0,0,what,,,,,
100,0,2,cosine,3331.919279,15,5,0,0,0,0.25,0.1,0.142857143,What did Argentina's president say?,"""non-inclusion of Palestine (at the United Nations) this year will create greater insecurity.""
",`` non-inclus palestin unit nation year creat greater insecur '', Agreed with Larijani on non-inclusion of Rousseff,agre larijani non-inclus rousseff,1,1,0,0,what,,,,,
100,0,2,cosine,3363.002494,16,0,0,0.33,0,0.2,1,0.333333333,What was he guilty of?,first-degree murder ,first-degre murder,"1) Not Guilty (of affray)
    2) Indicted on seven counts including first-degree murder",1 guilti affray 2 indict seven count includ first-degre murder,1,1,0,0,what,,,,,
100,0,2,cosine,3392.165313,16,1,0,0,0,0,0,0,Who pleads not guilty to slaying woman?,Philip Markoff ,philip markoff, The man charged with first-degree murder does not admit guilt (pleads not guilty).,man charg first-degre murder admit guilt plead guilti,1,1,0,0,who,,,,,
100,0,2,cosine,3416.732966,16,2,0,0,0,0,0,0,What was Philip Markoff charged with?,killing a woman and robbing another ,kill woman rob anoth,"1) Murder
    2) Robbery",1 murder 2 robberi,1,0,1,0,what,,,,,
100,0,2,cosine,3441.89952,16,3,0,0,0,0,0,0,Who was killed?,"Julissa Brisman, ",julissa brisman,"1. Les Paul (musician)
    2. Moninder Singh Pandher (convicted murderer)",1. le paul musician 2. monind singh pandher convict murder,1,1,0,0,who,,,,,
100,0,2,cosine,3467.609836,16,4,0,0,0,0.166666667,0.5,0.25,What were the charges?,first-degree murder ,first-degre murder,"1st-degree murder charge, nonfatal hotel assault",1st-degre murder charg nonfat hotel assault,1,1,0,0,what,,,,,
100,0,2,cosine,3492.227792,16,5,0.5,0.5,0,0,0,0,when did this happen,Monday ,monday,20 September (year not specified),20 septemb year specifi,1,1,0,0,when,,,,,
100,0,2,cosine,3521.904364,16,7,0.5,0.5,0,0,0,0,What were both April incidents linked to?,"ads on the popular Web site Craigslist.
",ad popular web site craigslist,16th April robbery attempt at a Holiday Inn Express and Senate debate on foiled Christmas Day attack are not directly linked.,16th april robberi attempt holiday inn express senat debat foil christma day attack directli link,1,1,0,0,what,,,,,
100,0,2,cosine,3521.904552,16,8,1,0,,,,,what many dead,,,,,,,,,what,,,,,
100,0,2,cosine,3552.440086,17,0,0,0,0,0.315789474,0.75,0.444444444,What are the activities for?,"encourage your students to learn about and appreciate the history, culture and achievements of African-Americans.
",encourag student learn appreci histori cultur achiev african-american,"1. Interactive elements and multimedia to engage students.
    2. Research on chosen individuals using print resources.
    3. Encourage appreciation of history and culture through learning.",1. interact element multimedia engag student 2. research chosen individu use print resourc 3. encourag appreci histori cultur learn,1,1,0,0,what,,,,,
100,0,2,cosine,3578.197651,17,1,0,0,0,0.166666667,0.166666667,0.166666667,What does this month help students do?,"learn about and appreciate the history, culture and achievements of African-Americans.
",learn appreci histori cultur achiev african-american, Recognize black American contributions throughout history.,recogn black american contribut throughout histori,1,1,0,0,what,,,,,
100,0,2,cosine,3613.704738,17,2,0,0,0,0.041666667,1,0.08,What month is Black History Month?,February ,februari,"1. February
    2. 1926 (February)
    3. Dr. Carter G. Woodson
    4. Founder of Negro History Week and later expanded to Black History Month
    5. Black History Museum",1. februari 2 1926 februari 3. dr. carter g. woodson 4. founder negro histori week later expand black histori month 5. black histori museum,1,1,0,0,what,,,,,
100,0,2,cosine,3634.013111,17,4,0,0,0,0,0,0,What does February celebrate?,"recognize the accomplishments of African-Americans, ",recogn accomplish african-american, Black History Month,black histori month,1,0,1,0,what,,,,,
100,0,2,cosine,3706.66361,17,5,0,0,0,0.012048193,1,0.023809524,Which month is Black History Month?,February ,februari,"1. February
    2. 1926 (February)
    3. Dr. Carter G. Woodson
    4. Founder of Negro History Week and later expanded to Black History Month
    5. The National Association for the Advancement of Colored People (NAACP), in cooperation with other organizations, began a national celebration called ""Negro History Week"" in 1926. Dr. Carter G. Woodson, an African-American historian and educator, is credited as its founder. The event was held annually during the second week of February to coincide with the birthdays of Abraham Lincoln (February 12) and Frederick Douglass (February 14). In 1976, Negro History Week expanded into Black History Month in recognition of the important contributions made by African Americans throughout U.S. history.
    6. February",1. februari 2 1926 februari 3. dr. carter g. woodson 4. founder negro histori week later expand black histori month 5. nation associ advanc color peopl naacp cooper organ began nation celebr call `` negro histori week '' 1926. dr. carter g. woodson african-american historian educ credit founder event held annual second week februari coincid birthday abraham lincoln februari 12 frederick douglass februari 14 1976 negro histori week expand black histori month recognit import contribut made african american throughout u.s. histori 6. februari,1,1,0,0,other,,,,,
100,0,2,cosine,3706.663966,17,6,0,1,,,,,Can the activities be used for different grades?,,,,,,,,,other,,,,,
100,0,2,cosine,3757.973904,17,7,0,0,0,0.021276596,1,0.041666667,When is Black History Month?,February ,februari,"1. February

    Dr. Carter G. Woodson was a historian who played an important role in establishing Black History Month. He founded the Association for the Study of Negro Life and History (ASNLH) in 1915, which later promoted the celebration of ""Negro History Week"" in February 1926 to coincide with the birthdays of Abraham Lincoln and Frederick Douglass. The week-long observance was expanded into a month-long celebration in 1970 by President Gerald Ford.",1. februari dr. carter g. woodson historian play import role establish black histori month found associ studi negro life histori asnlh 1915 later promot celebr `` negro histori week '' februari 1926 coincid birthday abraham lincoln frederick douglass week-long observ expand month-long celebr 1970 presid gerald ford,1,1,0,0,when,,,,,
100,0,2,cosine,3785.455038,17,8,0,0,0,0.2,0.5,0.285714286,What do the students learn?,"the history, culture and achievements of African-Americans.
",histori cultur achiev african-american,"1. History of the milestone
    2. Importance to future generations
    3. Cultural significance",1. histori mileston 2. import futur gener 3. cultur signific,1,1,0,0,what,,,,,
100,0,2,cosine,3814.851997,18,0,0,0,0,0,0,0,What requires unified action?,"confronting various world crises, such as climate change and food shortages, ",confront variou world crise climat chang food shortag,"1) A majority vote in General Assembly for membership
    2) Negotiating statehood recognition at U.N. General Assembly",1 major vote gener assembl membership 2 negoti statehood recognit u.n. gener assembl,1,1,0,0,what,,,,,
100,0,2,cosine,3814.852166,18,1,0,1,,,,,What will the UN decide on?,,,,,,,,,what,,,,,
100,0,2,cosine,3814.948381,18,3,0,1,,,,,what do global challenges require?,,,,,,,,,what,,,,,
100,0,2,cosine,3838.167717,18,4,0,0.33,0,0,0,0,what does Gadhafi say UN security council brings?,"crises, such as climate change and food shortages, ",crise climat chang food shortag, Permanent members (United States included),perman member unit state includ,1,1,0,0,what,,,,,
100,0,2,cosine,3884.454408,18,5,0,0,0,0.060606061,0.181818182,0.090909091,What does Gadhafi say?,"called for world unity in confronting various world crises, such as climate change and food shortages, ",call world uniti confront variou world crise climat chang food shortag,"1. Libya will not give up its nuclear program (if it has one)
    2. He calls for a new world order without the United Nations or NATO
    3. Accuses the West of hypocrisy and double standards
    4. Claims to have evidence that al-Qaeda was behind 9/11 attacks
    5. Suggests a one-world government under his leadership",1. libya give nuclear program one 2. call new world order without unit nation nato 3. accus west hypocrisi doubl standard 4. claim evid al-qaeda behind 9/11 attack 5. suggest one-world govern leadership,1,0,0,1,what,,,,,
100,0,2,cosine,3915.127665,18,6,0,0,0,0,0,0,What is unfair?,"the structure of the U.N. Security Council, ",structur u.n. secur council,"1. The advertisers boycotting the paper due to a cartoon they found offensive.
    2. The newspaper publishing the controversial cartoon without considering potential backlash.",1. advertis boycot paper due cartoon found offens 2. newspap publish controversi cartoon without consid potenti backlash,1,0,1,0,what,,,,,
100,0,2,cosine,3949.107021,18,7,0,0,0,0,0,0,what did Libyan leader tell UN general assembly?,"He broached conspiracy theories, urged probes into U.S. military activities, and took aim at the structure and the actions of the Security Council, ",broach conspiraci theori urg probe u.s. militari activ took aim structur action secur council,"1. Rambling speech
    2. Request for U.N. support
    3. Meeting with Ban Ki-moon",1. rambl speech 2. request u.n. support 3. meet ban ki-moon,1,1,0,0,what,,,,,
100,0,2,cosine,3972.8171,18,8,0,0,0,0.714285714,1,0.833333333,What were the five nations?,"United States, Russia, China, France ",unit state russia china franc," United States, Russia (USSR), China, France, Britain",unit state russia ussr china franc britain,1,0,0,1,what,,,,,
100,0,2,cosine,3973.199674,19,1,0.5,1,,,,,Who has turned down a switch?,,,,,,,,,who,,,,,
100,0,2,cosine,3998.753267,19,2,0.33,0.33,0,0,0,0,Who did he choose instead?,to Bundesliga club Stuttgart ,bundesliga club stuttgart," He chose Rupert Murdoch's other newspaper, The Times of London.",chose rupert murdoch 's newspap time london,1,1,0,0,who,,,,,
100,0,2,cosine,4019.668916,19,3,0,0.33,0,0,0,0,How long is the loan deal?,"the season.
",season,1 week - 1 year,1 week 1 year,1,1,0,0,how,,,,,
100,0,2,cosine,4047.008776,19,4,0,0,0,0.666666667,1,0.8,Who is invoked in the swap transfer?,Zlatan Ibrahimovic and Samuel Eto'o ,zlatan ibrahimov samuel eto,"1. Zlatan Ibrahimovic
    2. Samuel Eto'o",1. zlatan ibrahimov 2. samuel eto,1,0,0,1,who,,,,,
100,0,2,cosine,4070.431277,19,5,0,0,0,0.666666667,0.666666667,0.666666667,Who turned down a switch to Inter Milan?,midfielder Alexander Hleb ,midfield alexand hleb,1. Alexander Hleb,1. alexand hleb,1,0,0,1,who,,,,,
100,0,2,cosine,4098.96586,19,6,0,0,1,1,1,1,Who was expected to be part of the Ibrahimovic transfer?,Alexander Hleb ,alexand hleb, Alexander Hleb,alexand hleb,0,0,0,0,who,,,,,
100,0,2,cosine,4134.175192,19,7,0,0,0,0,0,0,What had been expected?,"be part of the swap deal that saw Zlatan Ibrahimovic and Samuel Eto'o switch clubs earlier this week.
",part swap deal saw zlatan ibrahimov samuel eto switch club earlier week,"1. The formal application to be submitted or not decided (Shaath)
    2. Visa application still under review (Monyela)
    3. CNN reporters might have covered historical figure/event",1. formal applic submit decid shaath 2. visa applic still review monyela 3. cnn report might cover histor figure/ev,1,1,0,0,what,,,,,
100,0,2,cosine,4163.288563,19,8,0,0,1,1,1,1,What position does Alexander Hleb play?,midfielder ,midfield, Midfielder,midfield,0,0,0,0,what,,,,,
100,0,2,cosine,4193.597158,20,0,0,0,0,0.25,0.166666667,0.2,What are suspects blamed for?,"bombings, torturing of civilians, conducting attacks and warning insurgents about upcoming Iraqi and U.S. military operations, ",bomb tortur civilian conduct attack warn insurg upcom iraqi u.s. militari oper,"1. Bombings
    2. Torturing
    3. Being part of terror cells",1. bomb 2. tortur 3. part terror cell,1,0,0,1,what,,,,,
100,0,2,cosine,4224.808474,20,1,0,0,0,0,0,0,What is one of the suspects believed to have done?,"conducted more than 12 attacks since July.
",conduct 12 attack sinc juli,"1. Bombings
    2. Torturing
    3. Part of terror cells",1. bomb 2. tortur 3. part terror cell,1,1,0,0,what,,,,,
100,0,2,cosine,4250.222121,20,2,0,0,0,0,0,0,how many attacks have been done since July?,12,12,12+ (implied),12+ impli,1,0,1,0,how many,,,,,
100,0,2,cosine,4277.47572,20,4,0,0,1,1,1,1,How many attacks is one of the suspects believed to have conducted?,12,12,12 or more,12,0,0,0,0,how many,,,,,
100,0,2,cosine,4308.496759,20,7,0,0,0,1,0.588235294,0.740740741,Who do the suspects include?,"45 men from al Qaeda in Iraq and 21 suspected terrorists from an umbrella group of al Qaeda in Iraq known as The Islamic State of Iraq, ",45 men al qaeda iraq 21 suspect terrorist umbrella group al qaeda iraq known islam state iraq,45 men from al Qaeda in Iraq and 21 suspected terrorists from an umbrella group,45 men al qaeda iraq 21 suspect terrorist umbrella group,1,0,0,1,who,,,,,
100,0,2,cosine,4332.923473,21,0,0.33,0,0,0.75,0.75,0.75,what did nigeria become,fourth team to reach the semifinals ,fourth team reach semifin,4th team to reach semifinals,4th team reach semifin,1,0,0,1,what,,,,,
100,0,2,cosine,4359.709563,21,1,0,0,0,0,0,0,WHo booked their place,Egypt ,egypt, Unknown (Police did not know which flight Alexander Hleb was booked on),unknown polic know flight alexand hleb book,1,1,0,0,who,,,,,
100,0,2,cosine,4384.728021,21,2,0,0,0,0,0,0,Who does Nigeria play?,Ghana ,ghana,1) Semifinals (opponent not specified),1 semifin oppon specifi,1,1,0,0,who,,,,,
100,0,2,cosine,4406.052819,21,3,0,0,0,0,0,0,Who are the defending champions?,Egypt ,egypt,1. Real Madrid (Spain),1. real madrid spain,1,0,1,0,who,,,,,
100,0,2,cosine,4431.434621,21,4,0,0,0,0,0,0,what did egypt do,book ,book, Egypt denied Dalai Lama's visit.,egypt deni dalai lama 's visit,1,1,0,0,what,,,,,
100,0,2,cosine,4457.166884,21,5,0,0,0,0,0,0,how many goals did egypt score,1-Mar,1-Mar,2,2,1,0,1,0,how many,,,,,
100,0,2,cosine,4483.916275,21,7,0,0.33,0,0,0,0,What is the competition,African Nations Cup semifinals ,african nation cup semifin,"1. Newspapers/Magazines
    2. Online News Sites
    3. Broadcast Media (TV & Radio)",1. newspapers/magazin 2. onlin news site 3. broadcast media tv radio,1,1,0,0,what,,,,,
100,0,2,cosine,4509.014966,21,8,0,0,0,0,0,0,Egypt scored how many goals?,Two ,two,2,2,1,0,1,0,how many,,,,,
100,0,2,cosine,4541.478041,22,1,0,0.33,0,0.066666667,1,0.125,Who else could have cared for the kids?,no one ,one,"1. Her spouse (if she has one)
    2. Relatives or friends
    3. Childcare center/daycare
    4. Military child care services (if available)",1. spous one 2. rel friend 3. childcar center/daycar 4. militari child care servic avail,1,1,0,0,who,,,,,
100,0,2,cosine,4563.918255,22,2,0,0.33,0,0.333333333,0.5,0.4,what did the soldier report,reported for duty ,report duti, Duty with her children present,duti children present,1,0,0,1,what,,,,,
100,0,2,cosine,4563.918447,22,3,0.5,1,,,,,what was the argument about,,,,,,,,,what,,,,,
100,0,2,cosine,4586.504166,22,4,0,0,0,1,1,1,When did she leave?,June 2005. ,Jun-05,2005 (June),2005 june,1,1,0,0,when,,,,,
100,0,2,cosine,4609.933217,22,6,0,0,0,0.333333333,0.090909091,0.142857143,What did the soldier say?,"""I'm a human being. I need to take care of my children. They don't have anybody else,"" ",`` 'm human need take care children n't anybodi els '', She reported for duty with her children.,report duti children,1,1,0,0,what,,,,,
100,0,2,cosine,4632.094811,22,8,0,0,0,0,0,0,Where does the woman live?,"Davidson, North Carolina, ",davidson north carolina, Unknown (not provided),unknown provid,1,0,1,0,where,,,,,
100,0,2,cosine,4660.625165,23,1,0,0,0,0,0,0,What was on the cereal boxes they dumped?,Michael Phelps ,michael phelp,2 tons of cereal,2 ton cereal,1,1,0,0,what,,,,,
100,0,2,cosine,4688.651547,23,2,0,0,0,0.8,1,0.888888889,Who received the boxes of cereal?,San Francisco Food Bank ,san francisco food bank,1) San Francisco Food Bank,1 san francisco food bank,1,0,0,1,who,,,,,
100,0,2,cosine,4718.641275,23,4,0,0,0,0.666666667,1,0.8,Whose face was on the cereal boxes that were dumped?,Michael Phelps ,michael phelp, Michael Phelps's,michael phelp 's,1,0,0,1,who,,,,,
100,0,2,cosine,4745.710117,23,5,0,0.33,0,0.5,0.5,0.5,Kellogg's donated how much cereal?,two tons ,two ton,2 tons,2 ton,1,0,0,1,how,,,,,
100,0,2,cosine,4775.892224,23,6,0,0,0,0.4,0.666666667,0.5,What did Kellogg donate?,two tons of cereal ,two ton cereal,2 tons of Michael Phelps-branded cereal,2 ton michael phelps-brand cereal,1,0,0,1,what,,,,,
100,0,2,cosine,4800.699308,23,7,0,0,0,0,0,0,What did the director say?,"With food banks across the country reporting shortages of food, the donation was a welcome one, ",food bank across countri report shortag food donat welcom one, The director granted Pagan's request.,director grant pagan 's request,1,1,0,0,what,,,,,
100,0,2,cosine,4828.554717,23,8,0,0,0,0,0,0,How many tons of cereal did Kelloggs donate?,two ,two,2 tons,2 ton,1,0,1,0,how many,,,,,
100,0,2,cosine,4856.016913,24,0,0,0.33,0,0,0,0,Who is the President of Kyrgyzstan?,Kurmanbek Bakiyev ,kurmanbek bakiyev, Roza Otunbayeva (as of 2011),roza otunbayeva 2011,1,1,0,0,who,,,,,
100,0,2,cosine,4881.656311,24,1,0,0,0,0.4,1,0.571428571,What is the Kyrgyzstan president doing?,signed a bill ,sign bill, Signing a bill to close an air base.,sign bill close air base,1,0,0,1,what,,,,,
100,0,2,cosine,4907.915504,24,2,0,0.33,0,0,0,0,Who is working to keep the operation open?,the United States ,unit state,1) The office (or its staff).,1 offic staff,1,0,1,0,who,,,,,
100,0,2,cosine,4933.347944,24,3,0,0,0,0.5,0.272727273,0.352941176,What is the Manas baseusedfor?,"Manas Air Base in Kyrgyzstan serves as a U.S. supply route for troops and supplies into Afghanistan.
",mana air base kyrgyzstan serv u.s. suppli rout troop suppli afghanistan, The Manas base was used for military operations in Afghanistan.,mana base use militari oper afghanistan,1,1,0,0,what,,,,,
100,0,2,cosine,4958.216932,24,4,0,0.33,0,0,0,0,Who may allow US Military supplies?,"Tajikistan and Uzbekistan, ",tajikistan uzbekistan, Countries allowing passage,countri allow passag,1,1,0,0,who,,,,,
100,0,2,cosine,4980.775372,24,5,0,0,1,1,1,1,What country is acting similarly to Tajikistan?,Uzbekistan ,uzbekistan, Uzbekistan,uzbekistan,0,0,0,0,what,,,,,
100,0,2,cosine,5006.115702,24,6,0,0,0,0,0,0,Who was used to transport key supplies?,Manas Air Base in Kyrgyzstan ,mana air base kyrgyzstan, Shuttle retrieval arm,shuttl retriev arm,1,1,0,0,who,,,,,
100,0,2,cosine,5030.692606,24,7,0,0,1,1,1,1,Where is the Manas base?,Kyrgyzstan ,kyrgyzstan, Kyrgyzstan,kyrgyzstan,0,0,0,0,where,,,,,
100,0,2,cosine,5060.544935,24,8,0,0.33,0,0,0,0,Who will allow U.S military supplies to head to Afghanistan?,Tajikistan and Uzbekistan ,tajikistan uzbekistan,"1) Russia (based on the first sentence)
    2) Countries involved in regional supply network (based on the second sentence)",1 russia base first sentenc 2 countri involv region suppli network base second sentenc,1,1,0,0,who,,,,,
100,0,2,cosine,5092.044801,24,9,0,0,0,0,0,0,What countries may allow U.S. supplies?,Tajikistan and Uzbekistan ,tajikistan uzbekistan,"1) Netherlands (if they issue a US visa for cargo transportation)
    2) Unspecified countries that agree to let U.S. cargo pass through on its way to Afghanistan",1 netherland issu us visa cargo transport 2 unspecifi countri agre let u.s. cargo pass way afghanistan,1,1,0,0,what,,,,,
100,0,2,cosine,5113.594751,25,0,0,0.33,0,1,0.181818182,0.307692308,What did Frank Jackson say?,"""I love my niece very much and while she has made some decisions that have not been in her best interest, she has my full support,"" ",`` love niec much made decis best interest full support '', He has my full support.,full support,1,1,0,0,what,,,,,
100,0,2,cosine,5139.861563,25,1,0,0,0,0,0,0,What does Jackson say of his niece?,"""I love my ",`` love, He has her full support.,full support,1,0,1,0,what,,,,,
100,0,2,cosine,5173.479704,25,2,0,0,0,0,0,0,With who has Lori Frazier been living between 2005 and 2007?,Anthony ,anthoni, With Sowell (between 2005 and 2007),sowel 2005 2007,1,1,0,0,who,,,,,
100,0,2,cosine,5202.692757,25,3,0,0,0,0,0,0,What is Sowell charged with?,murder ,murder,"1) New charges (not specified)
    2) Investigation for potential foreign links",1 new charg specifi 2 investig potenti foreign link,1,0,1,0,what,,,,,
100,0,2,cosine,5224.928974,25,5,0.33,0,0,0,0,0,Who Jackson loves?,"Lori Frazier, ",lori frazier, Christ (or Jesus),christ jesu,1,0,1,0,who,,,,,
100,0,2,cosine,5251.757156,25,6,0,0,0,0,0,0,Who did Lori Frazier live with?,Anthony ,anthoni, With Mayor Frank Jackson (her uncle).,mayor frank jackson uncl,1,1,0,0,who,,,,,
100,0,2,cosine,5280.225209,25,7,0,0,0,0.142857143,1,0.25,what is Anthony Sowell charged with?,murder ,murder,11 counts of murder and 1 count of aggravated burglary,11 count murder 1 count aggrav burglari,1,0,0,1,what,,,,,
100,0,2,cosine,5314.320212,25,8,0,0,0,0,0,0,When did Lori Frazier live with Anthony Sowell?,2005 to 2007 ,2005 2007,2 years before 2010 (based on information that their relationship ended two years prior to his arrest),2 year 2010 base inform relationship end two year prior arrest,1,1,0,0,when,,,,,
100,0,2,cosine,5348.605179,26,0,0.5,0.5,0,0.071428571,0.333333333,0.117647059,What name does the girl respond to?,"""Amber"" ",`` amber '',"1. Amber (if she has no idea whether it's her true name)
    2. Japanese Name (if the message on her arm is of Japanese origin)",1. amber idea whether 's true name 2. japanes name messag arm japanes origin,1,0,0,1,what,,,,,
100,0,2,cosine,5375.266897,26,1,0,0,1,1,1,1,What was the girl's height?,"5 feet, 6 inches ",5 feet 6 inch,5 feet 6 inches,5 feet 6 inch,0,0,0,0,what,,,,,
100,0,2,cosine,5403.686203,26,2,0,0,1,1,1,1,when was the girl found,12:30 a.m. October 9 ,12:30 a.m. octob 9,"12:30 a.m., October 9",12:30 a.m. octob 9,0,0,0,0,when,,,,,
100,0,2,cosine,5428.482055,26,3,0,0,0,0.5,0.5,0.5,On what day was the girl found?,12:30 a.m. October 9 ,12:30 a.m. octob 9,9th October (or Oct 9),9th octob oct 9,1,0,0,1,what,,,,,
100,0,2,cosine,5452.015719,26,4,0,0,0,0,0,0,What age range do doctors believe the girl is?,"between 14 and 17.
",14 17,14-17 years old,14-17 year old,1,1,0,0,what,,,,,
100,0,2,cosine,5473.715764,26,5,0,0,0,0.5,1,0.666666667,what age is the girl,"between 14 and 17.
",14 17,14 - 17 years old,14 17 year old,1,1,0,0,what,,,,,
100,0,2,cosine,5503.874161,26,7,0,0,0,0.090909091,0.333333333,0.142857143,what is the girl called,"""Amber"" ",`` amber '',"1) Amber (if she responds to this name)
    2) Unknown (if she has no idea whether it's her true name)",1 amber respond name 2 unknown idea whether 's true name,1,0,0,1,what,,,,,
100,0,2,cosine,5535.39854,26,8,0,0,0,0.222222222,1,0.363636364,Where was the girl found?,midtown Manhattan ,midtown manhattan,12:30 a.m. October 9 outside Covenant House (midtown Manhattan),12:30 a.m. octob 9 outsid coven hous midtown manhattan,1,0,0,1,where,,,,,
100,0,2,cosine,5536.153286,27,0,1,0,,,,,"Highlights Anil Dash says Internet was designed to endure disasters, free up communication Dash: If Web's goal is decentralization, why was Twitter crash so disabling for many? Dash reminds us that social networks come and go; remember when AOL ruled? Web users should take charge of their own communication efforts, Dash urges Q1:",,,,,,,,,when,,,,,
100,0,2,cosine,5536.191518,27,2,1,0,,,,,"Dash: If Web's goal is decentralization, why was Twitter crash so disabling for many? Dash reminds us that social networks come and go; remember when AOL ruled? Web users should take charge of their own communication efforts, Dash urges Q1:  Write a question that relates to a highlight. Q2:",,,,,,,,,when,,,,,
100,0,2,cosine,5536.191773,27,3,0,1,,,,,What should web users do?,,,,,,,,,what,,,,,
100,0,2,cosine,5536.191811,27,4,1,0,,,,,what anil dash says,,,,,,,,,what,,,,,
100,0,2,cosine,5536.191844,27,5,0,1,,,,,who should take charge,,,,,,,,,who,,,,,
100,0,2,cosine,5562.364555,27,6,0,0,0,0,0,0,What did Anil Dash say the internet was designed for?,"to have no central point of failure, ",central point failur, Communication systems that could endure.,commun system could endur,1,1,0,0,what,,,,,
100,0,2,cosine,5562.406199,27,8,1,0,,,,,"ters, free up communication Dash: If Web's goal is decentralization, why was Twitter crash so disabling for many? Dash reminds us that social networks come and go; remember when AOL ruled? Web users should take charge of their own communication efforts, Dtrash",,,,,,,,,when,,,,,
100,0,2,cosine,5588.746689,28,0,0,0,0,0,0,0,Who is appearing in court?,"Roy Lynn Oakley, ",roy lynn oakley,114 witnesses,114 wit,1,1,0,0,who,,,,,
100,0,2,cosine,5619.966604,28,1,0,0.5,0,0,0,0,"Who assigned Oakley the job of breaking machine parts into pieces, and then pitching them?em","Bechtel Jacobs, the Department of Energy's prime environmental management contractor ",bechtel jacob depart energi 's prime environment manag contractor,1) Unknown (from provided information),1 unknown provid inform,1,1,0,0,who,,,,,
100,0,2,cosine,5642.949734,28,2,0,0,0,0,0,0,what did the man do?,stealing restricted nuclear ,steal restrict nuclear, Left hastily with materials.,left hastili materi,1,1,0,0,what,,,,,
100,0,2,cosine,5667.57778,28,3,0,0,0,0,0,0,what did the man try to do?,"sell the ""pieces of scrap"" ",sell `` piec scrap '', He tried to divulge classified materials.,tri divulg classifi materi,1,0,1,0,what,,,,,
100,0,2,cosine,5693.203863,28,4,0,0,1,1,1,1,Where did the material come from?,"East Tennessee Technology Park.
",east tennesse technolog park, From East Tennessee Technology Park,east tennesse technolog park,0,0,0,0,where,,,,,
100,0,2,cosine,5721.724229,28,5,0,0,0,0,0,0,What did Oakley do with the machine part pieces?,"attempted to sell the ""pieces of scrap"" to someone he thought was a French agent ",attempt sell `` piec scrap '' someon thought french agent, Threw away or sold them.,threw away sold,1,0,1,0,what,,,,,
100,0,2,cosine,5749.076369,28,7,0,0,1,1,1,1,Where is Roy Lynn Oakley appearing?,federal court in Knoxville ,feder court knoxvil, In federal court in Knoxville,feder court knoxvil,0,0,0,0,where,,,,,
100,0,2,cosine,5774.576123,28,8,0,0,0,0.2,1,0.333333333,what did roy Lyn  in tennessee,appeared ,appear, Appeared in court for handling classified materials.,appear court handl classifi materi,1,0,0,1,what,,,,,
100,0,2,cosine,5803.071573,28,9,0,0,0,0.75,1,0.857142857,Who appeared in Court in Tennessee?,"Roy Lynn Oakley, ",roy lynn oakley,1. Roy Lynn Oakley,1. roy lynn oakley,1,0,0,1,who,,,,,
100,0,2,cosine,5835.399978,29,0,0,0,0,0,0,0,Who is responsible for developing the software that Iranian protesters used to refresh web page to hack official sites?,Ryan Kelly: ,ryan kelli, The developer of the software is unnamed.,develop softwar unnam,1,1,0,0,who,,,,,
100,0,2,cosine,5859.502651,29,1,0,0,0,0.8,0.666666667,0.727272727,What does page reboot software mean?,"automatically refreshes a Web page every few seconds, ",automat refresh web page everi second, Automatically refreshes a Web page repeatedly.,automat refresh web page repeatedli,1,1,0,0,what,,,,,
100,0,2,cosine,5859.502825,29,2,1,0,,,,,es demasiado iraqui en esta,,,,,,,,,other,,,,,
100,0,2,cosine,5881.735559,29,4,0,0.33,1,1,1,1,what forced ryan kelly to temporarily suspend it?,heavy traffic ,heavi traffic, Heavy traffic,heavi traffic,0,0,0,0,what,,,,,
100,0,2,cosine,5881.780394,29,6,1,0,,,,,dame api tu sabes que es asi,,,,,,,,,other,,,,,
